0 0 0 0 0 0 0 0 0 0 0 
0.001 19.7422 20.1155 20.505 20.9135 21.345 21.8048 22.3013 22.8479 23.471 24.2389 
0.002 18.1811 21.3923 25.0842 29.3459 34.2957 40.0986 46.9987 55.3917 66.0195 80.7462 
0.003 0.0594392 0.161065 1.29409 3.92244 8.70746 16.6249 29.1896 48.9456 80.774 136.988 
0.004 20.3418 17.5651 13.6372 8.8286 3.86954 0.357064 1.5875 14.4652 54.7751 168.123 
0.005 19.582 25.4018 30.2615 32.7723 31.2807 24.3329 12.0997 0.619154 15.8747 167.474 
0.006 0.033075 2.29155 8.67459 19.2395 32.3227 43.4068 44.3531 26.0885 0.100917 142.955 
0.007 17.874 10.8148 3.50862 0.000513598 5.42171 23.3289 49.379 60.9687 20.7666 107.842 
0.008 23.78 29.1706 28.0841 18.9749 5.67751 0.475784 21.1678 67.6889 64.1958 73.3296 
0.009 1.71373 10.4362 24.2041 35.3828 33.2651 14.2383 0.212302 41.5789 105.863 45.5624 
0.01 11.2722 2.01936 1.27598 15.0873 37.0373 43.0894 14.7415 9.65412 127.898 26.1287 
0.011 27.9701 25.1666 11.6656 0.221529 11.0222 43.6873 47.6231 0.826513 126.12 13.9362 
0.012 9.25949 25.0928 33.2123 20.7909 1.09354 16.4435 62.5321 22.5666 106.903 6.95545 
0.013 2.3424 2.33702 20.6641 38.2711 24.3393 3.78429e-05 45.6508 60.774 80.2422 3.26443 
0.014 24.7123 8.84358 0.396287 21.3972 44.7417 16.361 15.4387 94.6396 54.3676 1.44669 
0.015 23.5775 30.9352 13.2854 0.634302 32.7076 46.3204 0.0503905 110.527 33.6962 0.607494 
0.016 1.92315 22.1571 35.2324 11.5855 6.55624 57.2264 12.4244 106.461 19.2921 0.24244 
0.017 9.03354 1.11262 26.4478 37.2452 2.29421 39.5038 44.373 88.6561 10.2802 0.0921916 
0.018 29.9277 10.2297 3.25755 39.203 25.8569 12.0196 77.5103 65.6189 5.12907 0.0334811 
0.019 20.8153 32.5859 5.67249 15.7375 50.2051 0.0131523 97.0233 43.9517 2.40771 0.0116362 
0.02 0.908394 27.5375 30.3259 0.0468926 50.0288 13.4973 98.2358 26.98 1.06772 0.00387718 
