0 0 0 0 0 0 0 0 0 0 0 
0.001 4.29891 4.33865 4.3798 4.42261 4.46746 4.51484 4.56552 4.62078 4.6831 4.75893 
0.002 4.33243 4.66787 5.02373 5.40334 5.81114 6.2534 6.73955 7.28513 7.91989 8.72056 
0.003 0.169362 0.793376 1.5009 2.30622 3.22839 4.29391 5.54207 7.03659 8.89733 11.4266 
0.004 -4.15377 -3.77694 -3.23152 -2.47715 -1.45977 -0.103867 1.70246 4.14001 7.5458 12.7561 
0.005 -4.64857 -5.12337 -5.43551 -5.50744 -5.23021 -4.44511 -2.90882 -0.217366 4.39623 12.8484 
0.006 -0.967942 -2.21672 -3.514 -4.7692 -5.83508 -6.47072 -6.2698 -4.50314 0.302131 11.9956 
0.007 3.55947 2.47826 0.992391 -0.879152 -3.04481 -5.27687 -7.08252 -7.41087 -3.84981 10.5412 
0.008 5.0561 5.2318 4.79196 3.57137 1.44597 -1.58079 -5.18205 -8.22381 -7.3546 8.80419 
0.009 2.36549 4.00879 5.29021 5.82836 5.1629 2.82804 -1.41725 -6.9039 -9.79454 7.03643 
0.01 -2.22906 -0.167897 2.267 4.6412 6.23688 6.02758 2.82445 -3.95412 -11.0443 5.40785 
0.011 -5.08126 -4.22478 -2.21258 0.819259 4.26304 6.78974 6.18135 -0.162724 -11.2086 4.01188 
0.012 -4.07954 -5.36497 -5.32207 -3.44878 0.304802 4.96379 7.74522 3.65953 -10.5312 2.8815 
0.013 -0.0780881 -2.92551 -5.25916 -5.91878 -3.78826 1.36065 7.24172 6.87246 -9.30687 2.0086 
0.014 3.97897 1.39832 -2.1829 -5.43979 -6.29318 -2.6982 4.9726 9.09992 -7.81419 1.3616 
0.015 5.29401 4.85372 2.09374 -2.37594 -6.30501 -5.91561 1.60583 10.2324 -6.27648 0.899131 
0.016 3.08269 5.40651 5.26724 1.76217 -3.96426 -7.42447 -2.07844 10.3693 -4.84716 0.579236 
0.017 -1.11114 2.85039 5.78666 5.14404 -0.235467 -6.95965 -5.39956 9.73573 -3.61296 0.3645 
0.018 -4.61588 -1.27939 3.52304 6.43634 3.57037 -4.80443 -7.90113 8.60208 -2.60711 0.224304 
0.019 -5.36375 -4.73214 -0.354238 5.26157 6.2898 -1.59233 -9.38448 7.22366 -1.82575 0.135115 
0.02 -3.03071 -5.78896 -4.07737 2.19033 7.23914 1.93364 -9.87302 5.80487 -1.24336 0.079742 
0.021 0.973968 -4.0469 -6.11923 -1.6204 6.31648 5.12259 -9.54032 4.48613 -0.824839 0.0461459 
0.022 4.46363 -0.440435 -5.77731 -4.92097 3.90432 7.53546 -8.63143 3.34694 -0.533829 0.0262035 
0.023 5.69452 3.35892 -3.3162 -6.78421 0.660284 8.97806 -7.39755 2.41781 -0.337483 0.01461 
0.024 4.17304 5.76348 0.286038 -6.81992 -2.70945 9.46849 -6.05309 1.69534 -0.208645 0.00800343 
0.025 0.729158 5.90535 3.79633 -5.17302 -5.6248 9.1693 -4.75532 1.15618 -0.126271 0.00431 
0.026 -3.03414 3.86242 6.17219 -2.36688 -7.72412 8.31288 -3.60182 0.768197 -0.0748729 0.00228286 
0.027 -5.53684 0.477739 6.84303 0.916227 -8.87725 7.13898 -2.63892 0.498006 -0.0435335 0.00118984 
0.028 -5.86395 -3.06213 5.77778 4.03535 -9.14305 5.85337 -1.87515 0.315401 -0.024838 0.000610531 
0.029 -4.01889 -5.67618 3.37669 6.52305 -8.70066 4.60785 -1.29506 0.195364 -0.0139153 0.000308541 
0.03 -0.775377 -6.70154 0.270746 8.13657 -7.77975 3.4974 -0.870926 0.118471 -0.00765979 0.00015363 
0.031 2.72056 -6.00146 -2.88565 8.84208 -6.6054 2.56785 -0.57119 0.0703961 -0.00414508 7.53977e-05 
0.032 5.3917 -3.8905 -5.56895 8.75872 -5.36367 1.8286 -0.365822 0.0410207 -0.00220631 3.64847e-05 
0.033 6.54866 -0.951823 -7.46364 8.08957 -4.18703 1.26571 -0.229066 0.0234579 -0.00115565 1.74132e-05 
0.034 6.01253 2.16813 -8.46784 7.05977 -3.15458 0.853111 -0.140379 0.0131733 -0.000595951 8.1996e-06 
0.035 4.05575 4.92341 -8.65018 5.87234 -2.30096 0.560798 -0.084274 0.00726918 -0.00030269 3.81052e-06 
0.036 1.23077 6.95995 -8.18514 4.68425 -1.62889 0.360013 -0.0496019 0.00394368 -0.000151482 1.74814e-06 
0.037 -1.83039 8.13477 -7.28903 3.59951 -1.12147 0.22597 -0.0286446 0.00210459 -7.47242e-05 7.91919e-07 
0.038 -4.58083 8.48249 -6.17038 2.67385 -0.752238 0.138821 -0.0162414 0.00110533 -3.63453e-05 3.54333e-07 
0.039 -6.65484 8.15514 -4.99966 1.92545 -0.492308 0.083547 -0.00904711 0.000571571 -1.74368e-05 1.56629e-07 
0.04 -7.89292 7.35864 -3.89702 1.34715 -0.314772 0.0492991 -0.00495398 0.000291127 -8.25372e-06 6.84171e-08 
0.041 -8.31329 6.30078 -2.93321 0.917508 -0.196844 0.0285434 -0.00266801 0.000146116 -3.85591e-06 2.95383e-08 
0.042 -8.05506 5.15756 -2.13835 0.60928 -0.120518 0.0162266 -0.00141391 7.22902e-05 -1.77836e-06 1.26074e-08 
0.043 -7.31596 4.05759 -1.51355 0.395038 -0.0723063 0.0090631 -0.00073766 3.52675e-05 -8.09925e-07 5.3208e-09 
0.044 -6.30026 3.08047 -1.04226 0.250381 -0.0425444 0.00497624 -0.000379034 1.69718e-05 -3.64344e-07 2.22086e-09 
0.045 -5.18402 2.26391 -0.699446 0.155298 -0.024568 0.00268739 -0.000191893 8.05881e-06 -1.61929e-07 9.16941e-10 
0.046 -4.09811 1.61472 -0.458105 0.0943512 -0.0139331 0.00142818 -9.57557e-05 3.77688e-06 -7.11191e-08 3.74558e-10 
0.047 -3.12538 1.12007 -0.293197 0.0561969 -0.00776492 0.000747223 -4.71136e-05 1.74758e-06 -3.08739e-08 1.514e-10 
0.048 -2.30688 0.756952 -0.183578 0.0328394 -0.00425486 0.000385055 -2.28639e-05 7.98535e-07 -1.32506e-08 6.05661e-11 
0.049 -1.65224 0.499134 -0.112558 0.0188408 -0.00229359 0.000195511 -1.09475e-05 3.60427e-07 -5.62344e-09 2.39859e-11 
0.05 -1.15074 0.321558 -0.067641 0.0106194 -0.00121686 9.78501e-05 -5.17327e-06 1.60735e-07 -2.36037e-09 9.40417e-12 
0.051 -0.78074 0.202624 -0.0398719 0.00588372 -0.000635697 4.82885e-05 -2.41339e-06 7.08391e-08 -9.80056e-10 3.64873e-12 
0.052 -0.516808 0.125012 -0.0230706 0.00320619 -0.000327136 2.35053e-05 -1.11178e-06 3.08604e-08 -4.02616e-10 1.40367e-12 
0.053 -0.334207 0.0755839 -0.0131121 0.0017192 -0.000165899 1.12891e-05 -5.05887e-07 1.3292e-08 -1.63674e-10 5.35344e-13 
0.054 -0.211382 0.0448207 -0.00732427 0.000907549 -8.29391e-05 5.35131e-06 -2.27423e-07 5.66138e-09 -6.58573e-11 1.99223e-13 
0.055 -0.130897 0.0260866 -0.00402328 0.00047185 -4.08906e-05 2.50431e-06 -1.01033e-07 2.38498e-09 -2.62307e-11 7.20437e-14 
0.056 -0.0794314 0.014912 -0.0021744 0.000241715 -1.98874e-05 1.15733e-06 -4.43646e-08 9.93948e-10 -1.03429e-11 2.6327e-14 
0.057 -0.0472731 0.00837719 -0.00115678 0.00012205 -9.54462e-06 5.28306e-07 -1.92597e-08 4.0985e-10 -4.04065e-12 1.16861e-14 
