0 0 0 0 0 0 0 0 0 0 0 
0.001 3.60802e-11 2.22427e-11 2.72845e-11 8.77864e-12 9.59442e-12 2.96532e-12 6.53018e-14 2.2292e-11 2.03501e-11 2.76871e-11 
0.002 2.80526e-11 -1.28797e-11 1.51041e-11 5.37309e-13 -5.02217e-12 -1.25831e-11 1.68051e-12 -2.91611e-11 -2.64108e-11 -3.61896e-11 
0.003 -4.15426e-11 4.05187e-12 -3.47268e-11 -5.8294e-12 8.28632e-13 1.46407e-11 -2.20627e-12 2.43815e-11 2.2112e-11 3.00447e-11 
0.004 2.39434e-13 -9.86768e-12 -9.06274e-13 -1.61611e-12 -3.93559e-12 -5.96285e-12 6.66357e-13 -1.59082e-11 -1.47451e-11 -1.92952e-11 
0.005 3.89162e-11 1.50213e-11 3.12426e-11 8.09001e-12 6.76655e-12 -1.80456e-12 7.14362e-13 8.72802e-12 8.43539e-12 1.04775e-11 
0.006 -2.34355e-11 -7.76672e-12 -1.61581e-11 -4.24165e-12 -3.71811e-12 1.3063e-12 -4.80164e-13 -4.25028e-12 -4.2206e-12 -5.37437e-12 
0.007 -2.20954e-11 -4.85839e-12 -2.00635e-11 -4.35967e-12 -1.96917e-12 3.54909e-12 -6.17318e-13 1.96925e-12 1.81397e-12 3.04656e-12 
0.008 4.82293e-11 1.0526e-11 3.56419e-11 8.07599e-12 4.47712e-12 -5.65445e-12 1.16594e-12 -8.97213e-13 -6.12702e-13 -2.01487e-12 
0.009 -2.54844e-11 -5.39126e-12 -1.81231e-11 -4.02005e-12 -2.12396e-12 2.66195e-12 -6.84551e-13 3.83158e-13 1.33814e-13 1.37688e-12 
0.01 -1.96155e-11 -4.47799e-12 -1.37708e-11 -3.43811e-12 -2.40173e-12 2.591e-12 -2.7579e-13 -1.03654e-13 -7.14381e-15 -8.73498e-13 
0.011 5.04993e-11 1.11119e-11 3.50509e-11 8.42223e-12 5.44956e-12 -6.10588e-12 9.4483e-13 -3.66187e-14 -6.3285e-15 5.26626e-13 
0.012 -3.79136e-11 -1.04039e-11 -3.37795e-11 -8.14045e-12 -5.25932e-12 5.96659e-12 -9.68315e-13 6.18574e-14 2.11673e-15 -3.55707e-13 
0.013 1.33829e-11 4.35065e-12 1.42207e-11 3.50569e-12 2.36194e-12 -2.80967e-12 4.58749e-13 -2.41535e-14 -7.26275e-15 3.04522e-13 
0.014 1.01257e-11 3.45521e-12 1.18614e-11 2.72681e-12 1.52467e-12 -1.46237e-12 2.42818e-13 -2.59949e-14 2.34281e-14 -2.89477e-13 
0.015 -3.56269e-11 -1.01712e-11 -3.38393e-11 -8.00579e-12 -4.84005e-12 5.09298e-12 -8.17472e-13 7.70658e-14 -4.29127e-14 2.44893e-13 
0.016 6.98265e-11 1.451e-11 4.63523e-11 1.09996e-11 6.74785e-12 -7.16649e-12 1.12625e-12 -9.1142e-14 4.31061e-14 -1.71282e-13 
0.017 -6.87007e-11 -1.51228e-11 -4.87059e-11 -1.16208e-11 -7.18591e-12 7.64811e-12 -1.16848e-12 9.77025e-14 -4.1943e-14 8.5609e-14 
0.018 5.18034e-11 1.33484e-11 4.38428e-11 1.05272e-11 6.54641e-12 -6.95573e-12 1.02418e-12 -6.84583e-14 3.16333e-14 -5.47156e-15 
0.019 -3.81893e-11 -1.0689e-11 -3.54575e-11 -8.55541e-12 -5.35026e-12 5.65013e-12 -8.05494e-13 4.5538e-14 -1.53909e-14 -5.17133e-14 
0.02 3.75773e-11 8.21514e-12 2.64815e-11 6.40247e-12 4.01998e-12 -4.21255e-12 5.73907e-13 -1.45059e-14 1.18782e-14 8.75626e-14 
0.021 -3.01338e-11 -5.81021e-12 -1.84369e-11 -4.47468e-12 -2.81616e-12 2.93513e-12 -3.86987e-13 7.11745e-15 -6.39346e-15 -9.13835e-14 
0.022 1.78593e-11 3.74814e-12 1.20643e-11 2.95232e-12 1.86042e-12 -1.93001e-12 2.40809e-13 -9.04371e-15 -3.82818e-15 8.4387e-14 
0.023 -5.79114e-12 -2.17387e-12 -7.46834e-12 -1.84338e-12 -1.16291e-12 1.2049e-12 -1.51981e-13 -1.24558e-15 1.35442e-14 -6.57981e-14 
0.024 -9.55064e-13 1.16362e-12 4.41045e-12 1.10472e-12 7.09876e-13 -7.1941e-13 8.58354e-14 1.04325e-14 -1.03886e-14 5.19365e-14 
0.025 -7.8937e-12 -9.16291e-13 -2.61189e-12 -6.48164e-13 -4.14927e-13 4.14186e-13 -4.44995e-14 6.68893e-17 6.08794e-15 -3.86229e-14 
0.026 3.43378e-12 4.82836e-13 1.43012e-12 3.61876e-13 2.38702e-13 -2.27885e-13 1.8664e-14 6.26087e-15 2.93872e-15 2.50127e-14 
0.027 -8.20344e-13 -2.28552e-13 -7.53691e-13 -1.92167e-13 -1.26113e-13 1.18914e-13 -7.71158e-15 -1.10502e-14 -2.60644e-15 -1.03005e-14 
0.028 3.29832e-12 1.98891e-13 4.18959e-13 9.56448e-14 5.82679e-14 -6.3928e-14 3.49092e-15 6.61414e-15 1.91723e-15 -1.13178e-16 
0.029 2.24163e-12 1.88721e-14 -1.69057e-13 -5.13127e-14 -3.26225e-14 3.76289e-14 1.49969e-15 5.29951e-15 5.51404e-15 -2.26797e-15 
0.03 1.24627e-12 5.52009e-14 1.03919e-13 1.98797e-14 1.76411e-14 -1.71707e-14 7.11305e-15 3.11298e-16 3.85127e-15 6.11028e-15 
0.031 2.69989e-12 7.41593e-14 -1.71887e-14 -9.1508e-15 -7.01886e-15 1.33075e-14 1.92429e-15 1.43211e-15 -2.11093e-15 -3.39823e-15 
