0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.995262314968879354e-03 1.412407550647405373e-06 1.256179971153003008e-05 5.740905413003609127e-05 1.817137836399642119e-04 4.521947423809951662e-04 9.488130370356066346e-04 1.753880516324354778e-03 2.941985313002097157e-03 4.573082985042396624e-03 6.689275036010031497e-03
3.723291133272138217e-03 2.635207302618731102e-06 2.343553464524345730e-05 1.070945512644755300e-04 3.389482624678691563e-04 8.433805870199124078e-04 1.769395399731815786e-03 3.270270925766134359e-03 5.484749616371103163e-03 8.524146078356522466e-03 1.246634447364457395e-02
5.363016452093492814e-03 3.974247730324346835e-06 3.534015611267545719e-05 1.614760688364657670e-04 5.109912209188363121e-04 1.271259026848522598e-03 2.666590850980613599e-03 4.927498037815291471e-03 8.262293761172906370e-03 1.283764628221001868e-02 1.876954399244313426e-02
6.947906928878746710e-03 5.397535021047030950e-06 4.798971158221469882e-05 2.192395004608441048e-04 6.936567532103177528e-04 1.725338210338602961e-03 3.618206117352047464e-03 6.684166565021810655e-03 1.120448855382660119e-02 1.740338683885197385e-02 2.543578364223492150e-02
8.493232323171236164e-03 6.913380238790057541e-06 6.145663431173004250e-05 2.807081933925699804e-04 8.879404054741579788e-04 2.208016154202134280e-03 4.629084226455613266e-03 8.548838064609305329e-03 1.432496725592855707e-02 2.224131332757059085e-02 3.249224658255681769e-02
1.000774256791581336e-02 8.529174280809297937e-06 7.580507139104320673e-05 3.461671022858891578e-04 1.094714325032890680e-03 2.721378549367178042e-03 5.703400646229064147e-03 1.052881533856002763e-02 1.763520669800509866e-02 2.736794457090084218e-02 3.996098793399628646e-02
1.149709807300597873e-02 1.025141889623477270e-05 9.109114698756586254e-05 4.158639299460651262e-04 1.314730651726246386e-03 3.267206600609837835e-03 6.844678374551808712e-03 1.263016766075929914e-02 2.114456494409383894e-02 3.279642381595038181e-02 4.785899891976869158e-02
1.296525277354209846e-02 1.208609011067461273e-05 1.073661849210543959e-04 4.900238059716457810e-04 1.548667809066760085e-03 3.847091763802849926e-03 8.056027667206097989e-03 1.485817196700723805e-02 2.486101806282945206e-02 3.853765900054876431e-02 5.619986794234503591e-02
1.441511988155506560e-02 1.403887099570989100e-05 1.246787702819341043e-04 5.688586661274493096e-04 1.797160047017500257e-03 4.462508877786587787e-03 9.340298646457814713e-03 1.721759338771550532e-02 2.879162814613218935e-02 4.460104656884351232e-02 6.499483465263937443e-02
1.584893192461113431e-02 1.611529173710181303e-05 1.430759871659409183e-04 6.525728703246946091e-04 2.060815092727920524e-03 5.114859744741074611e-03 1.070017200802296162e-02 1.971285158408186272e-02 3.294282022303293006e-02 5.099489904327246526e-02 7.425341206036810415e-02
1.726845235367851367e-02 1.832081629793614773e-05 1.626041819926979609e-04 7.413666542217788860e-04 2.340224952396013306e-03 5.805499692257972723e-03 1.213821408499829099e-02 2.234812134624689431e-02 3.732054920429400680e-02 5.772670221641048455e-02 8.398376038437219138e-02
1.867510797334548736e-02 2.066089828861227901e-05 1.833094528913924550e-04 8.354383304238865819e-04 2.635972760119054820e-03 6.535754314225844519e-03 1.365691134816915744e-02 2.512739528271718675e-02 4.193040345531880153e-02 6.480327425196358293e-02 9.419291815498527509e-02
2.007007600132727429e-02 2.314101841536922295e-05 2.052379757809034934e-04 9.349857438086814701e-04 2.948637268673526615e-03 7.306930353854279754e-03 1.525869264544645401e-02 2.805452392165481285e-02 4.677767064674857866e-02 7.223086648031752655e-02 1.048869486291594821e-01
2.145434361809766405e-02 2.576671064633219955e-05 2.284362294694173103e-04 1.040207265274921411e-03 3.278795880747269534e-03 8.120322961531046754e-03 1.694594385697584596e-02 3.113324185195607066e-02 5.186738032484982525e-02 8.001522828582841029e-02 1.160710341965348752e-01
