0.000000000000000000e+00 -1.341000000000000014e+01 1.500000000000000038e-06 6.666670000000000000e+05
1.992030000000000103e-03 -1.341000000000000014e+01 1.500070000000000064e-06 6.666360000000000000e+05
3.984060000000000205e-03 -1.341000000000000014e+01 1.500140000000000091e-06 6.666040000000000000e+05
5.976099999999999815e-03 -1.340990000000000038e+01 1.500209999999999906e-06 6.665730000000000000e+05
7.968130000000000351e-03 -1.340990000000000038e+01 1.500279999999999932e-06 6.665420000000000000e+05
9.960159999999999153e-03 -1.340980000000000061e+01 1.500349999999999958e-06 6.665100000000000000e+05
1.195219999999999963e-02 -1.340980000000000061e+01 1.500430000000000049e-06 6.664770000000000000e+05
1.394420000000000034e-02 -1.340970000000000084e+01 1.500500000000000076e-06 6.664450000000000000e+05
1.593630000000000047e-02 -1.340970000000000084e+01 1.500570000000000102e-06 6.664120000000000000e+05
1.792830000000000118e-02 -1.340959999999999930e+01 1.500649999999999981e-06 6.663780000000000000e+05
1.992029999999999842e-02 -1.340959999999999930e+01 1.500730000000000072e-06 6.663430000000000000e+05
2.191239999999999855e-02 -1.340949999999999953e+01 1.500809999999999951e-06 6.663080000000000000e+05
2.390439999999999926e-02 -1.340949999999999953e+01 1.500890000000000041e-06 6.662720000000000000e+05
2.589639999999999997e-02 -1.340939999999999976e+01 1.500969999999999920e-06 6.662350000000000000e+05
2.788840000000000069e-02 -1.340930000000000000e+01 1.501060000000000075e-06 6.661970000000000000e+05
2.988050000000000081e-02 -1.340930000000000000e+01 1.501150000000000019e-06 6.661580000000000000e+05
3.187249999999999805e-02 -1.340920000000000023e+01 1.501239999999999962e-06 6.661170000000000000e+05
3.386449999999999877e-02 -1.340920000000000023e+01 1.501329999999999905e-06 6.660760000000000000e+05
3.585660000000000236e-02 -1.340910000000000046e+01 1.501429999999999913e-06 6.660330000000000000e+05
3.784860000000000307e-02 -1.340900000000000070e+01 1.501529999999999920e-06 6.659880000000000000e+05
3.984059999999999685e-02 -1.340900000000000070e+01 1.501629999999999928e-06 6.659420000000000000e+05
4.183270000000000044e-02 -1.340889999999999915e+01 1.501739999999999999e-06 6.658940000000000000e+05
4.382470000000000115e-02 -1.340879999999999939e+01 1.501850000000000071e-06 6.658440000000000000e+05
4.581670000000000187e-02 -1.340869999999999962e+01 1.501969999999999995e-06 6.657930000000000000e+05
4.780879999999999852e-02 -1.340869999999999962e+01 1.502089999999999920e-06 6.657390000000000000e+05
4.980079999999999923e-02 -1.340859999999999985e+01 1.502219999999999908e-06 6.656830000000000000e+05
5.179279999999999995e-02 -1.340850000000000009e+01 1.502349999999999897e-06 6.656240000000000000e+05
5.378489999999999660e-02 -1.340840000000000032e+01 1.502489999999999950e-06 6.655640000000000000e+05
5.577689999999999731e-02 -1.340830000000000055e+01 1.502630000000000003e-06 6.655000000000000000e+05
5.776889999999999803e-02 -1.340820000000000078e+01 1.502779999999999908e-06 6.654340000000000000e+05
5.976100000000000162e-02 -1.340809999999999924e+01 1.502930000000000025e-06 6.653650000000000000e+05
6.175300000000000233e-02 -1.340799999999999947e+01 1.503100000000000059e-06 6.652930000000000000e+05
6.374499999999999611e-02 -1.340789999999999971e+01 1.503270000000000093e-06 6.652180000000000000e+05
6.573710000000000664e-02 -1.340779999999999994e+01 1.503449999999999980e-06 6.651390000000000000e+05
6.772910000000000041e-02 -1.340760000000000041e+01 1.503630000000000078e-06 6.650560000000000000e+05
6.972109999999999419e-02 -1.340750000000000064e+01 1.503830000000000093e-06 6.649700000000000000e+05
7.171310000000000184e-02 -1.340740000000000087e+01 1.504029999999999896e-06 6.648800000000000000e+05
7.370519999999999849e-02 -1.340719999999999956e+01 1.504239999999999975e-06 6.647850000000000000e+05
7.569720000000000615e-02 -1.340709999999999980e+01 1.504469999999999971e-06 6.646860000000000000e+05
7.768919999999999992e-02 -1.340690000000000026e+01 1.504699999999999968e-06 6.645830000000000000e+05
7.968129999999999658e-02 -1.340680000000000049e+01 1.504950000000000092e-06 6.644740000000000000e+05
8.167330000000000423e-02 -1.340659999999999918e+01 1.505210000000000069e-06 6.643610000000000000e+05
8.366529999999999800e-02 -1.340639999999999965e+01 1.505479999999999899e-06 6.642410000000000000e+05
8.565739999999999466e-02 -1.340620000000000012e+01 1.505760000000000005e-06 6.641170000000000000e+05
8.764940000000000231e-02 -1.340600000000000058e+01 1.506060000000000027e-06 6.639860000000000000e+05
8.964139999999999608e-02 -1.340579999999999927e+01 1.506369999999999902e-06 6.638480000000000000e+05
9.163350000000000661e-02 -1.340559999999999974e+01 1.506690000000000054e-06 6.637050000000000000e+05
9.362550000000000039e-02 -1.340540000000000020e+01 1.507039999999999974e-06 6.635540000000000000e+05
9.561749999999999416e-02 -1.340509999999999913e+01 1.507399999999999959e-06 6.633960000000000000e+05
9.760960000000000469e-02 -1.340489999999999959e+01 1.507770000000000008e-06 6.632300000000000000e+05
9.960159999999999847e-02 -1.340460000000000029e+01 1.508170000000000038e-06 6.630560000000000000e+05
1.015940000000000037e-01 -1.340429999999999922e+01 1.508579999999999920e-06 6.628730000000000000e+05
1.035859999999999975e-01 -1.340409999999999968e+01 1.509019999999999996e-06 6.626820000000000000e+05
1.055780000000000052e-01 -1.340370000000000061e+01 1.509479999999999988e-06 6.624810000000000000e+05
1.075699999999999990e-01 -1.340339999999999954e+01 1.509959999999999897e-06 6.622710000000000000e+05
1.095620000000000066e-01 -1.340310000000000024e+01 1.510459999999999934e-06 6.620500000000000000e+05
1.115540000000000004e-01 -1.340269999999999939e+01 1.510989999999999953e-06 6.618180000000000000e+05
1.135459999999999942e-01 -1.340240000000000009e+01 1.511540000000000100e-06 6.615750000000000000e+05
1.155380000000000018e-01 -1.340199999999999925e+01 1.512130000000000081e-06 6.613200000000000000e+05
1.175299999999999956e-01 -1.340160000000000018e+01 1.512739999999999979e-06 6.610530000000000000e+05
1.195220000000000032e-01 -1.340119999999999933e+01 1.513380000000000069e-06 6.607720000000000000e+05
1.215139999999999970e-01 -1.340070000000000050e+01 1.514059999999999993e-06 6.604780000000000000e+05
1.235060000000000047e-01 -1.340029999999999966e+01 1.514760000000000046e-06 6.601690000000000000e+05
1.254979999999999984e-01 -1.339980000000000082e+01 1.515509999999999996e-06 6.598450000000000000e+05
1.274899999999999922e-01 -1.339920000000000044e+01 1.516289999999999928e-06 6.595050000000000000e+05
1.294820000000000138e-01 -1.339869999999999983e+01 1.517109999999999905e-06 6.591480000000000000e+05
1.314740000000000075e-01 -1.339809999999999945e+01 1.517969999999999927e-06 6.587740000000000000e+05
1.334660000000000013e-01 -1.339750000000000085e+01 1.518869999999999995e-06 6.583820000000000000e+05
1.354579999999999951e-01 -1.339690000000000047e+01 1.519819999999999960e-06 6.579710000000000000e+05
1.374499999999999889e-01 -1.339630000000000010e+01 1.520820000000000035e-06 6.575390000000000000e+05
1.394420000000000104e-01 -1.339559999999999995e+01 1.521870000000000008e-06 6.570860000000000000e+05
1.414340000000000042e-01 -1.339480000000000004e+01 1.522970000000000091e-06 6.566110000000000000e+05
1.434259999999999979e-01 -1.339409999999999989e+01 1.524129999999999924e-06 6.561130000000000000e+05
1.454179999999999917e-01 -1.339329999999999998e+01 1.525340000000000078e-06 6.555910000000000000e+05
1.474100000000000132e-01 -1.339250000000000007e+01 1.526620000000000047e-06 6.550430000000000000e+05
1.494020000000000070e-01 -1.339160000000000039e+01 1.527959999999999979e-06 6.544680000000000000e+05
1.513940000000000008e-01 -1.339070000000000071e+01 1.529369999999999936e-06 6.538660000000000000e+05
1.533859999999999946e-01 -1.338969999999999949e+01 1.530849999999999921e-06 6.532340000000000000e+05
1.553779999999999883e-01 -1.338870000000000005e+01 1.532399999999999931e-06 6.525720000000000000e+05
1.573710000000000109e-01 -1.338760000000000083e+01 1.534030000000000032e-06 6.518770000000000000e+05
1.593630000000000047e-01 -1.338649999999999984e+01 1.535750000000000077e-06 6.511490000000000000e+05
1.613549999999999984e-01 -1.338530000000000086e+01 1.537550000000000000e-06 6.503850000000000000e+05
1.633469999999999922e-01 -1.338410000000000011e+01 1.539440000000000079e-06 6.495850000000000000e+05
1.653390000000000137e-01 -1.338279999999999959e+01 1.541429999999999953e-06 6.487470000000000000e+05
1.673310000000000075e-01 -1.338139999999999930e+01 1.543529999999999899e-06 6.478680000000000000e+05
