0	0
0.001	4.65038e+06
0.002	1.44595e+07
0.003	2.20715e+07
0.004	2.47175e+07
0.005	2.47314e+07
0.006	2.45756e+07
0.007	2.44584e+07
0.008	2.4023e+07
0.009	2.35897e+07
0.01	2.33879e+07
0.011	2.3141e+07
0.012	2.27341e+07
0.013	2.24024e+07
0.014	2.21952e+07
0.015	2.19154e+07
0.016	2.15523e+07
0.017	2.12703e+07
0.018	2.10569e+07
0.019	2.07742e+07
0.02	2.04484e+07
0.021	2.01953e+07
0.022	1.99808e+07
0.023	1.9707e+07
0.024	1.94113e+07
0.025	1.91774e+07
0.026	1.89664e+07
0.027	1.87061e+07
0.028	1.84348e+07
0.029	1.82152e+07
0.03	1.80108e+07
0.031	1.77658e+07
0.032	1.75143e+07
0.033	1.73064e+07
0.034	1.71105e+07
0.035	1.68811e+07
0.036	1.66463e+07
0.037	1.64483e+07
0.038	1.62619e+07
0.039	1.60479e+07
0.04	1.58276e+07
0.041	1.56382e+07
0.042	1.54616e+07
0.043	1.52626e+07
0.044	1.50553e+07
0.045	1.48735e+07
0.046	1.47063e+07
0.047	1.45218e+07
0.048	1.43267e+07
0.049	1.41516e+07
0.05	1.39931e+07
0.051	1.38225e+07
0.052	1.36393e+07
0.053	1.34702e+07
0.054	1.33191e+07
0.055	1.31617e+07
0.056	1.29904e+07
0.057	1.28272e+07
0.058	1.26821e+07
0.059	1.25366e+07
0.06	1.23777e+07
0.061	1.22205e+07
0.062	1.20801e+07
0.063	1.19449e+07
0.064	1.17985e+07
0.065	1.16483e+07
0.066	1.15113e+07
0.067	1.13842e+07
0.068	1.12501e+07
0.069	1.11083e+07
0.07	1.09744e+07
0.071	1.08529e+07
0.072	1.07302e+07
0.073	1.05983e+07
0.074	1.04681e+07
0.075	1.035e+07
0.076	1.02364e+07
0.077	1.01155e+07
0.078	9.99076e+06
0.079	9.87459e+06
0.08	9.76735e+06
0.081	9.65728e+06
0.082	9.5403e+06
0.083	9.42624e+06
0.084	9.32224e+06
0.085	9.22124e+06
0.086	9.11397e+06
0.087	9.0039e+06
0.088	8.90113e+06
0.089	8.80595e+06
0.09	8.70874e+06
0.091	8.60558e+06
0.092	8.50418e+06
0.093	8.41128e+06
0.094	8.3221e+06
0.095	8.22819e+06
0.096	8.13067e+06
0.097	8.03812e+06
0.098	7.95308e+06
0.099	7.86831e+06
0.1	7.77816e+06
0.101	7.68712e+06
0.102	7.60264e+06
0.103	7.52378e+06
0.104	7.44281e+06
0.105	7.35701e+06
0.106	7.27254e+06
0.107	7.19504e+06
0.108	7.12123e+06
0.109	7.04399e+06
0.11	6.96288e+06
0.111	6.8846e+06
0.112	6.81303e+06
0.113	6.74367e+06
0.114	6.67028e+06
0.115	6.59389e+06
0.116	6.52114e+06
0.117	6.45468e+06
0.118	6.38948e+06
0.119	6.32007e+06
0.12	6.24822e+06
0.121	6.18029e+06
0.122	6.11829e+06
0.123	6.05714e+06
0.124	5.9918e+06
0.125	5.92419e+06
0.126	5.8604e+06
0.127	5.80233e+06
0.128	5.74516e+06
0.129	5.68397e+06
0.13	5.62031e+06
0.131	5.56001e+06
0.132	5.50535e+06
0.133	5.4521e+06
0.134	5.39515e+06
0.135	5.33525e+06
0.136	5.27787e+06
0.137	5.22606e+06
0.138	5.17652e+06
0.139	5.12394e+06
0.14	5.06779e+06
0.141	5.01292e+06
0.142	4.96332e+06
0.143	4.91709e+06
0.144	4.86892e+06
0.145	4.81675e+06
0.146	4.76425e+06
0.147	4.7162e+06
0.148	4.67258e+06
0.149	4.62868e+06
0.15	4.58088e+06
0.151	4.531e+06
0.152	4.48402e+06
0.153	4.44205e+06
0.154	4.40185e+06
0.155	4.35876e+06
0.156	4.31222e+06
0.157	4.26631e+06
0.158	4.22495e+06
0.159	4.1873e+06
0.16	4.14883e+06
0.161	4.10658e+06
0.162	4.06251e+06
0.163	4.02117e+06
0.164	3.9845e+06
0.165	3.94967e+06
0.166	3.91237e+06
0.167	3.87158e+06
0.168	3.83069e+06
0.169	3.79362e+06
0.17	3.76053e+06
0.171	3.72771e+06
0.172	3.69165e+06
0.173	3.65288e+06
0.174	3.61526e+06
0.175	3.5818e+06
0.176	3.55148e+06
0.177	3.52037e+06
0.178	3.48588e+06
0.179	3.44938e+06
0.18	3.41474e+06
0.181	3.3842e+06
0.182	3.35614e+06
0.183	3.32679e+06
0.184	3.29413e+06
0.185	3.25991e+06
0.186	3.22777e+06
0.187	3.19956e+06
0.188	3.1735e+06
0.189	3.14604e+06
0.19	3.11543e+06
0.191	3.08336e+06
0.192	3.05325e+06
0.193	3.02686e+06
0.194	3.00261e+06
0.195	2.97719e+06
0.196	2.9488e+06
0.197	2.91876e+06
0.198	2.89026e+06
0.199	2.86522e+06
0.2	2.84257e+06
0.201	2.81928e+06
0.202	2.79327e+06
0.203	2.76526e+06
0.204	2.73806e+06
0.205	2.71394e+06
0.206	2.69256e+06
0.207	2.67133e+06
0.208	2.64785e+06
0.209	2.62201e+06
0.21	2.59604e+06
0.211	2.57247e+06
