0	-13.41	1.5e-06	666667
0.00199203187250996	-13.4099533170608	1.50007095023691e-06	666635.87875347
0.00398406374501992	-13.4099065242998	1.50014206853797e-06	666604.685750378
0.00597609561752988	-13.4098595104501	1.50021352184863e-06	666573.346834306
0.00796812749003984	-13.4098121637243	1.50028547792572e-06	666541.787516529
0.0099601593625498	-13.409764371549	1.50035810574564e-06	666509.93279528
0.0119521912350598	-13.409716020297	1.50043157589615e-06	666477.706982528
0.0139442231075697	-13.4096669950173	1.50050606097826e-06	666445.033526601
0.0159362549800797	-13.4096171791623	1.50058173603472e-06	666411.834823254
0.0179282868525896	-13.4095664543107	1.50065877895246e-06	666378.032038632
0.0199203187250996	-13.4095146998864	1.5007373708941e-06	666343.544919646
0.0219123505976096	-13.4094617928724	1.50081769672648e-06	666308.291605992
0.0239043824701195	-13.4094076075185	1.50089994546853e-06	666272.188433996
0.0258964143426295	-13.4093520150432	1.50098431073623e-06	666235.149742109
0.0278884462151394	-13.4092948833276	1.50107099119867e-06	666197.087671901
0.0298804780876494	-13.4092360766027	1.50116019106564e-06	666157.911955535
0.0318725099601594	-13.409175455127	1.50125212057593e-06	666117.5297034
0.0338645418326693	-13.4091128748552	1.50134699648728e-06	666075.845191557
0.0358565737051793	-13.4090481870968	1.5014450426072e-06	666032.75963166
0.0378486055776892	-13.4089812381635	1.50154649032144e-06	665988.170942503
0.0398406374501992	-13.4089118690057	1.50165157915693e-06	665941.973507034
0.0418326693227092	-13.4088399148349	1.50176055734748e-06	665894.057928872
0.0438247011952191	-13.4087652047342	1.50187368243359e-06	665844.310774552
0.0458167330677291	-13.4086875612532	1.50199122187224e-06	665792.614312237
0.047808764940239	-13.4086067999883	1.5021134536972e-06	665738.846229066
0.049800796812749	-13.4085227291464	1.50224066716282e-06	665682.879356921
0.051792828685259	-13.4084351490911	1.5023731634626e-06	665624.58136625
0.0537848605577689	-13.408343851871	1.5025112564353e-06	665563.814466774
0.0557768924302789	-13.4082486207277	1.50265527333483e-06	665500.43508136
0.0577689243027888	-13.4081492295841	1.50280555560543e-06	665434.293519228
0.0597609561752988	-13.4080454425103	1.50296245971598e-06	665365.233624674
0.0617529880478088	-13.4079370131667	1.50312635801114e-06	665293.092420338
0.0637450199203187	-13.4078236842222	1.50329763961669e-06	665217.699728632
0.0657370517928287	-13.4077051867479	1.5034767113761e-06	665138.877781675
0.0677290836653386	-13.4075812395822	1.503663998836e-06	665056.440812226
0.0697211155378486	-13.4074515486688	1.50385994727662e-06	664970.194627589
0.0717131474103586	-13.4073158063637	1.5040650227877e-06	664879.93616655
0.0737051792828685	-13.407173690711	1.50427971340173e-06	664785.45303446
0.0756972111553785	-13.407024864685	1.50450453027811e-06	664686.523019632
0.0776892430278884	-13.4068689753981	1.50474000894732e-06	664582.913587417
0.0796812749003984	-13.4067056532707	1.50498671060801e-06	664474.381355606
0.0816733067729084	-13.4065345111634	1.50524522350164e-06	664360.671540623
0.0836653386454183	-13.4063551434684	1.50551616434214e-06	664241.517385131
0.0856573705179283	-13.4061671251573	1.50580017982421e-06	664116.639557083
0.0876494023904383	-13.4059700107854	1.50609794820402e-06	663985.74552369
0.0896414342629482	-13.4057633334478	1.50641018095951e-06	663848.528897844
0.0916334661354582	-13.4055466036867	1.50673762453661e-06	663704.668754871
0.0936254980079681	-13.4053193083464	1.50708106218354e-06	663553.82891971
0.0956175298804781	-13.4050809093747	1.50744131587565e-06	663395.657224154
0.097609561752988	-13.4048308425658	1.50781924834426e-06	663229.784729487
0.099601593625498	-13.4045685162453	1.50821576520214e-06	663055.824918685
0.101593625498008	-13.4042933098907	1.50863181718864e-06	662873.372849505
0.103585657370518	-13.4040045726873	1.50906840252367e-06	662682.00427444
0.105577689243028	-13.4037016220148	1.50952656938476e-06	662481.274722916
0.107569721115538	-13.4033837418619	1.51000741852006e-06	662270.718541711
0.109561752988048	-13.4030501811654	1.51051210598973e-06	662049.847898736
0.111553784860558	-13.4027001520697	1.5110418460594e-06	661818.151741888
0.113545816733068	-13.4023328281043	1.51159791424149e-06	661575.094716969
0.115537848605578	-13.4019473422739	1.5121816504994e-06	661320.116040615
0.117529880478088	-13.4015427850582	1.5127944626247e-06	661052.628326469
0.119521912350598	-13.4011182023165	1.51343782979347e-06	660772.016364902
