0.000000000000000000e+00 -7.435116767883300781e+00 -3.683466911315917969e+00 -1.784646511077880859e-02 3.693573951721191406e+00 7.540194034576416016e+00
1.000000000000000021e-03 -7.454074382781982422e+00 -3.710603713989257812e+00 -5.229055881500244141e-02 3.652910709381103516e+00 7.494005203247070312e+00
2.000000000000000042e-03 -7.472993373870849609e+00 -3.737677574157714844e+00 -8.665966987609863281e-02 3.612315177917480469e+00 7.447862148284912109e+00
3.000000000000000062e-03 -7.491801738739013672e+00 -3.764700889587402344e+00 -1.210068464279174805e-01 3.571761608123779297e+00 7.401819229125976562e+00
4.000000000000000083e-03 -7.510559558868408203e+00 -3.791662693023681641e+00 -1.552877426147460938e-01 3.531272172927856445e+00 7.355829238891601562e+00
5.000000000000000104e-03 -7.529261112213134766e+00 -3.818564414978027344e+00 -1.895054578781127930e-01 3.490842819213867188e+00 7.309899806976318359e+00
6.000000000000000125e-03 -7.547956466674804688e+00 -3.845394134521484375e+00 -2.236227989196777344e-01 3.450494289398193359e+00 7.263985157012939453e+00
7.000000000000000146e-03 -7.566506862640380859e+00 -3.872182369232177734e+00 -2.577435970306396484e-01 3.410175800323486328e+00 7.218197822570800781e+00
8.000000000000000167e-03 -7.585095405578613281e+00 -3.898891925811767578e+00 -2.917318344116210938e-01 3.369951248168945312e+00 7.172395229339599609e+00
8.999999999999999320e-03 -7.603561401367187500e+00 -3.925554752349853516e+00 -3.257071971893310547e-01 3.329764842987060547e+00 7.126704692840576172e+00
1.000000000000000021e-02 -7.621997833251953125e+00 -3.952150583267211914e+00 -3.596001863479614258e-01 3.289650201797485352e+00 7.081044197082519531e+00
1.099999999999999936e-02 -7.640333175659179688e+00 -3.978696107864379883e+00 -3.934680819511413574e-01 3.249577283859252930e+00 7.035490036010742188e+00
1.200000000000000025e-02 -7.658662319183349609e+00 -4.005169868469238281e+00 -4.272321462631225586e-01 3.209588050842285156e+00 6.989945888519287109e+00
1.299999999999999940e-02 -7.676901817321777344e+00 -4.031591415405273438e+00 -4.609596729278564453e-01 3.169645309448242188e+00 6.944485664367675781e+00
1.400000000000000029e-02 -7.695067405700683594e+00 -4.057954788208007812e+00 -4.946380853652954102e-01 3.129759311676025391e+00 6.899097442626953125e+00
1.499999999999999944e-02 -7.713201999664306641e+00 -4.084252834320068359e+00 -5.282343029975891113e-01 3.089943647384643555e+00 6.853749275207519531e+00
1.600000000000000033e-02 -7.731287956237792969e+00 -4.110491752624511719e+00 -5.617661476135253906e-01 3.050188541412353516e+00 6.808453559875488281e+00
1.700000000000000122e-02 -7.749267101287841797e+00 -4.136677742004394531e+00 -5.952709317207336426e-01 3.010480642318725586e+00 6.763253688812255859e+00
1.799999999999999864e-02 -7.767222404479980469e+00 -4.162799358367919922e+00 -6.286908984184265137e-01 2.970843791961669922e+00 6.718086242675781250e+00
1.899999999999999953e-02 -7.785117626190185547e+00 -4.188858985900878906e+00 -6.620475649833679199e-01 2.931269645690917969e+00 6.672979831695556641e+00
2.000000000000000042e-02 -7.802935600280761719e+00 -4.214862346649169922e+00 -6.953592896461486816e-01 2.891746759414672852e+00 6.627952098846435547e+00
2.100000000000000130e-02 -7.820686340332031250e+00 -4.240811347961425781e+00 -7.286224365234375000e-01 2.852279186248779297e+00 6.582990169525146484e+00
2.199999999999999872e-02 -7.838422298431396484e+00 -4.266687870025634766e+00 -7.617831826210021973e-01 2.812891244888305664e+00 6.538047313690185547e+00
2.299999999999999961e-02 -7.856077671051025391e+00 -4.292511463165283203e+00 -7.949087023735046387e-01 2.773554325103759766e+00 6.493186950683593750e+00
2.400000000000000050e-02 -7.873662948608398438e+00 -4.318276882171630859e+00 -8.279765844345092773e-01 2.734274387359619141e+00 6.448393821716308594e+00
2.500000000000000139e-02 -7.891211032867431641e+00 -4.343978404998779297e+00 -8.609692454338073730e-01 2.695063352584838867e+00 6.403643608093261719e+00
2.599999999999999881e-02 -7.908652305603027344e+00 -4.369627475738525391e+00 -8.939384222030639648e-01 2.655894279479980469e+00 6.358990669250488281e+00
2.699999999999999969e-02 -7.926107883453369141e+00 -4.395205020904541016e+00 -9.267927408218383789e-01 2.616811513900756836e+00 6.314344882965087891e+00
2.800000000000000058e-02 -7.943455696105957031e+00 -4.420732498168945312e+00 -9.596214294433593750e-01 2.577771425247192383e+00 6.269789695739746094e+00
2.900000000000000147e-02 -7.960753440856933594e+00 -4.446196556091308594e+00 -9.923850297927856445e-01 2.538795232772827148e+00 6.225292682647705078e+00
2.999999999999999889e-02 -7.977990627288818359e+00 -4.471604347229003906e+00 -1.025089859962463379e+00 2.499878883361816406e+00 6.180856704711914062e+00
3.099999999999999978e-02 -7.995164394378662109e+00 -4.496951103210449219e+00 -1.057738423347473145e+00 2.461021900177001953e+00 6.136487007141113281e+00
3.200000000000000067e-02 -8.012253761291503906e+00 -4.522243499755859375e+00 -1.090344309806823730e+00 2.422214269638061523e+00 6.092191696166992188e+00
3.300000000000000155e-02 -8.029327392578125000e+00 -4.547470092773437500e+00 -1.122861385345458984e+00 2.383482933044433594e+00 6.047930240631103516e+00
3.400000000000000244e-02 -8.046344757080078125e+00 -4.572632312774658203e+00 -1.155310511589050293e+00 2.344813823699951172e+00 6.003717422485351562e+00
3.500000000000000333e-02 -8.063284873962402344e+00 -4.597741603851318359e+00 -1.187718272209167480e+00 2.306197404861450195e+00 5.959586620330810547e+00
